ena\area1_055_001.wav|ここが素材にも見映えにもこだわってるっていうパンケーキの店ね
ena\voice_ev_night__05_48_19.wav|今の絵も——昔よりずっとうまくなってる。きっとあれから、たくさん描いてきたんだろうな
ena\voice_ev_night__05_49_19.wav|わかってたことじゃない。こうなってることなんて
ena\voice_ev_night__05_50_19.wav|私が逃げて、サボってるあいだも、２年間ここで描き続けてきたんだから——
ena\voice_ev_night__05_51_19.wav|……終わった……
ena\voice_ev_night__05_53_19.wav|うん、大丈夫……。ごめん私、もう帰るから
ena\voice_ev_night__05_56_19.wav|……別に、いいけど……
ena\voice_ev_night__05_59_19.wav|ああ……変わらないなって感じ
ena\voice_ev_night__05_61_19.wav|うん、あの息苦しい感じとかさ
ena\voice_ev_night__05_62_19.wav|それに……あの頃と同じで、全然うまく描けない。先生にもキツいこと言われたけど、まあそうだよねって感じ
ena\voice_ev_night__05_63_19.wav|……なんで私、逃げちゃったんだろ。あのまま頑張ってたら、もしかしたら今よりも、ずっと——
ena\voice_ev_night__05_65_19.wav|……でも、二葉はすごいよね。ずっと通い続けてるんだし
ena\voice_ev_night__05_66_19.wav|あれからどうしてたの？
ena\voice_ev_night__05_68_19.wav|毎日？前は週１か週２だったのに
ena\voice_ev_night__05_70_19.wav|え……！東美って、あの東美だよね？
ena\voice_ev_night__05_72_19.wav|……そっか
ena\voice_ev_night__05_73_19.wav|二葉は、本気で描いてるんだ。……すぐに逃げ出した私と違って
ena\voice_ev_night__05_74_19.wav|だから、デッサンもあんなに——
ena\voice_ev_night__05_76_19.wav|……何？
ena\voice_ev_night__05_78_19.wav|え……？好きって、どこが……？
ena\voice_ev_night__05_82_19.wav|…………
ena\voice_ev_night__05_83_19.wav|……なら、二葉。今日の私の絵、どう思った？
ena\voice_ev_night__05_86_19.wav|……そう……
ena\voice_ev_night__05_88_19.wav|……あー、ごめん。今日は早く帰れって言われてたんだった
ena\voice_ev_night__05_89_19.wav|ごめん、先に帰るね
ena\voice_ev_night__05_91_19.wav|……何？
ena\voice_ev_night__05_93_19.wav|……うん
ena\voice_ev_night__06_01_19.wav|……ただいま
ena\voice_ev_night__06_02_19.wav|別に、前と同じ。……晩ごはんまで部屋にいるから
ena\voice_ev_night__06_04_19.wav|……もう12時回っちゃってる
ena\voice_ev_night__06_05_19.wav|……前、今日から教室行くって言っちゃったし、ニーゴのみんなに報告しておいたほうがいいかな……
ena\voice_ev_night__06_06_19.wav|でも……もし、どうだったって聞かれたら——
ena\voice_ev_night__06_07_19.wav|…………
ena\voice_ev_night__06_08_19.wav|……こっちも、ラフ画描かなきゃ。もう何日も描けてないんだし
ena\voice_ev_night__06_09_19.wav|でも……。どういう絵を描けばいいんだろう……
ena\voice_ev_night__06_12_19.wav|……あの時と、同じだな
ena\voice_ev_night__06_13_19.wav|悩んで止まっててもしょうがない、か。今は手を、動かそう——
ena\voice_ev_night__06_14_19.wav|…………
ena\voice_ev_night__06_15_19.wav|２日目は油彩……。色使いは昔から褒められてたし、中学の時も、納得いくものが描けてたけど……
ena\voice_ev_night__06_17_19.wav|あ……うん。おはよう
ena\voice_ev_night__06_19_19.wav|…………
ena\voice_ev_night__06_20_19.wav|……素描は終わった。けど……これじゃ駄目な気がする
ena\voice_ev_night__06_21_19.wav|でも、どこが駄目なんだろ。下塗りが甘いのかな。もしかしてパースが狂ってる？
ena\voice_ev_night__06_22_19.wav|……全部描き直したくなってきた……
ena\voice_ev_night__06_23_19.wav|……二葉は、どんな調子なのかな
ena\voice_ev_night__06_24_19.wav|あ……もう荒描きに入ってる。それに、すごい存在感——
ena\voice_ev_night__06_25_19.wav|……私の絵は…………
ena\voice_ev_night__06_27_19.wav|２日目も、うまく描けなかったな。雪平先生にも相変わらず酷評されたし——
ena\voice_ev_night__06_28_19.wav|……そもそも何年も真面目に描いてなかったんだし、数日でうまくできるわけないんだけど
ena\voice_ev_night__06_31_19.wav|……ごめん。ちょっと疲れてて。今日はひとりで帰るね、バイバイ
ena\voice_ev_night__06_34_19.wav|ただいま……。あ、今日お母さん出かけてるんだっけ
ena\voice_ev_night__06_35_19.wav|……お茶でも飲もうかな……
ena\voice_ev_night__06_36_19.wav|……あれ、誰かいるのかな。お母さんは出かけてるって言ってたから、彰人……？
ena\voice_ev_night__06_38_19.wav|……！　お父さん……！？どうして……
ena\voice_ev_night__06_41_19.wav|え、どうして、そのこと……
ena\voice_ev_night__06_44_19.wav|…………
ena\voice_ev_night__06_47_19.wav|…………
ena\voice_ev_night__06_48_19.wav|……続けるしかないでしょ。それにあと、１日なんだから……
ena\voice_ev_night__06_51_19.wav|それ、は……
ena\voice_ev_night__06_52_19.wav|苦しみと向きあい続けることが、できるか？そんなの、わかるわけない……
ena\voice_ev_night__06_53_19.wav|今だって、私だけ場違いな場所でみんなの前で酷評されて、恥ずかしい思いして……
ena\voice_ev_night__06_54_19.wav|たった２日しか行ってないのに……。吐きそうなくらい、苦しくて……
ena\voice_ev_night__06_55_19.wav|……でも……
ena\voice_ev_night__06_56_19.wav|……これ以上、逃げたくない
ena\voice_ev_night__06_57_19.wav|だから……描かなくちゃ……
ena\voice_ev_night__07_05_19.wav|駄目……。こんなんじゃ、全然……
ena\voice_ev_night__07_06_19.wav|もっと色を足して——違う、ここは暗くしなきゃ……
ena\voice_ev_night__07_07_19.wav|……ああもう、色が濁ってきた……。描き直さないと……
ena\voice_ev_night__07_11_19.wav|——あれ……
ena\voice_ev_night__07_12_19.wav|リン……？
ena\voice_ev_night__07_15_19.wav|…………
ena\voice_ev_night__07_16_19.wav|大丈夫……じゃ、ないかな
ena\voice_ev_night__07_17_19.wav|駄目なんだよね。描いても、描いても、全然描けなくて——
ena\voice_ev_night__07_19_19.wav|みんなに追いつくために、ニーゴに合う絵を描くために成長しなきゃいけないのに……
ena\voice_ev_night__07_20_19.wav|苦しい……
ena\voice_ev_night__07_21_19.wav|やらなきゃいけないのは、わかってる。でも、絵と向き合うと苦しくなって——頭がぼーっとするの
ena\voice_ev_night__07_23_19.wav|あ……メッセージ？誰から……
ena\voice_ev_night__07_24_19.wav|…………
ena\voice_ev_night__07_26_19.wav|……そっか。ありがと、リン
ena\voice_ev_night__07_27_19.wav|……ごめん瑞希、遅くなった……って……
ena\voice_ev_night__07_28_19.wav|奏とまふゆも一緒だったの？
ena\voice_ev_night__07_32_19.wav|ていうか、みんなごめん。ラフは描くって言ったくせに、全然進まなくて……
ena\voice_ev_night__07_35_19.wav|あ……
ena\voice_ev_night__07_36_19.wav|…………
ena\voice_ev_night__07_38_19.wav|別に、奏のせいじゃないから。私が……全然描けないせいで……
ena\voice_ev_night__07_47_19.wav|……だけど、ニーゴのみんなに置いていかれるのはもっと嫌。だから……描きたい
ena\voice_ev_night__07_48_19.wav|そう、思ってはいるんだけど
ena\voice_ev_night__07_51_19.wav|……え？
ena\voice_ev_night__07_54_19.wav|…………
ena\voice_ev_night__07_56_19.wav|……でも、気持ちがあるだけじゃ、どうにもならないでしょ
ena\voice_ev_night__07_57_19.wav|今のまま——成長できなかったら、私は……
ena\voice_ev_night__07_61_19.wav|は？　だから、あれはあえてだって……！
ena\voice_ev_night__07_62_19.wav|……でも、今考えると……。あれも、もっといい表現の仕方があったのかも
ena\voice_ev_night__07_64_19.wav|え……？
ena\voice_ev_night__07_66_19.wav|…………
ena\voice_ev_night__07_70_19.wav|……奏……
ena\voice_ev_night__07_71_19.wav|私にとって……この２年は——
ena\voice_ev_night__07_72_19.wav|ニーゴと出会って、逃げてた絵に、少し触れるようになった
ena\voice_ev_night__07_73_19.wav|それから……みんなとセカイで会って、コンクールで落選して、立ち直れなくなりそうになったりもしたけど……
ena\voice_ev_night__07_74_19.wav|でも——またニーゴのために絵を描こうって思えるようになった
ena\voice_ev_night__07_75_19.wav|…………
ena\voice_ev_night__07_77_19.wav|え？
ena\voice_ev_night__07_82_19.wav|……あ、これ懐かしい
ena\voice_ev_night__07_85_19.wav|モチーフで詰まって何度も描き直ししたんだよね。すっごい時間かかったな
ena\voice_ev_night__07_88_19.wav|え？　これって……この前アップした動画？
ena\voice_ev_night__07_90_19.wav|それ、褒めてる？
ena\voice_ev_night__07_92_19.wav|へっ？
ena\voice_ev_night__07_95_19.wav|あ……
ena\voice_ev_night__07_96_19.wav|……私は……
ena\voice_ev_night__07_97_19.wav|そう、なのかな
ena\voice_ev_night__07_98_19.wav|わからない——ううん。私は間違いなく、２年前に逃げた。それは……本当
ena\voice_ev_night__07_99_19.wav|でも……
ena\voice_ev_night__07_100_19.wav|……この絵達を描いてきたのも、本当なんだ
ena\voice_ev_night__07_101_19.wav|ニーゴのみんなと、一緒に——
ena\voice_ev_night__07_102_19.wav|…………
ena\voice_ev_night__08_01_19.wav|……ふぅ
ena\voice_ev_night__08_02_19.wav|うん。行こう
ena\voice_ev_night__08_04_19.wav|二葉……
ena\voice_ev_night__08_05_19.wav|うん……昨日は心配かけてごめん。でももう、大丈夫だから
ena\voice_ev_night__08_06_19.wav|今日が最終日だし、……後悔のないようにしなきゃ
ena\voice_ev_night__08_08_19.wav|……！！
ena\voice_ev_night__08_11_19.wav|あの時と——私が、絵から逃げた時と同じ課題だ
ena\voice_ev_night__08_12_19.wav|……あの時の私は、画家の娘で、絵の才能がある自分が自分だって思ってた
ena\voice_ev_night__08_13_19.wav|でも、今は……今は、違う
ena\voice_ev_night__08_14_19.wav|私にとっての自分は、どうしようもなくて悩んでばっかで、かっこ悪いけど——
ena\voice_ev_night__08_15_19.wav|それが今の——私だ。だから……！
ena\voice_ev_night__08_16_19.wav|……最後の仕上げに入ろう
ena\voice_ev_night__08_17_19.wav|光源は……大丈夫。影のつけかたもイメージどおり。あとは時間いっぱいまで、影を描きこもう
ena\voice_ev_night__08_18_19.wav|……なんとか、描ききれた……
ena\voice_ev_night__08_20_19.wav|……！
ena\voice_ev_night__08_21_19.wav|この絵……すごくあたたかい。優しくて、まっすぐで……。絵が好きなんだって気持ちが伝わってくる
ena\voice_ev_night__08_22_19.wav|まふゆが言ってるあたたかいって感じも、こういうものなのかな……
ena\voice_ev_night__08_24_19.wav|……先生の言うとおり。奇をてらわないで、正面からまっすぐ自分を描いてて……すごく、二葉らしい絵だな
ena\voice_ev_night__08_25_19.wav|……はい。お願いします
ena\voice_ev_night__08_26_19.wav|はい。夜、液タブに向かって絵を描いてる、私です
ena\voice_ev_night__08_27_19.wav|この２年。絵に向き合いきれなくて、それでも絵を描き続けた私
ena\voice_ev_night__08_28_19.wav|みんなと一緒に居続けたからここにいる——私
ena\voice_ev_night__08_29_19.wav|……はい
ena\voice_ev_night__08_30_19.wav|……はい
ena\voice_ev_night__08_31_19.wav|…………
ena\voice_ev_night__08_32_19.wav|……全部、間違ってない。先生が言ってることは、正しい
